Date,Close,Volume,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_mfi,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_atr,volatility_ui,trend_macd,trend_macd_diff,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_diff,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up_indicator,trend_psar_down_indicator,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_tsi,momentum_uo,momentum_roc,momentum_ppo,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,others_dr
2014-01-02,0.0068280420387566,0.2028709901337297,0.1804459023646337,0.4689472179168148,0.7370065290501314,0.6689067028815944,0.5270632365034968,0.0,0.1842918905103207,0.0,0.0,0.0243898056611155,0.4210283998528887,0.0,0.0,0.0,0.0,0.421800132141271,0.5146479104775797,0.0,0.0,0.0,0.0,0.9954498725577444,0.0041787243974349,0.3772046169586368,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5637705858629302,0.0,0.5075686767940045,0.5144727406115819,0.4849924430021852,0.3569465875912777,0.4456156656661504,0.2662392985020907,0.5177869564311675
2014-01-03,0.0052730002055647,0.354252109660617,0.0,0.3298953222042791,0.736933268247297,0.6683370754405138,0.0,0.1256984937494984,0.3307122838013052,0.0,0.0,0.1419956592838415,0.3514263611701385,0.0,0.0,0.0,0.0,0.4198459179572487,0.5096349597542235,0.0005031206485016,0.0054247764434908,0.988309998291721,0.0445593960855359,0.9976992842853124,0.0021129203545476,0.3721489892571547,0.0,0.0,0.0,0.0,0.0,0.04,0.48,0.0,0.0,0.0,0.0,0.0,0.0366549317656976,0.5075686767940045,0.5012497428090997,0.453891379329768,0.4571618811929754,0.4748709614917202,0.375533211099642,0.4293758425774542
2014-01-06,0.0056506026223961,0.3735780448503461,0.4280386606120251,0.3548310507757437,0.736942746081068,0.6683739221169706,0.0,0.1072663732582217,0.4181853835798937,0.0,0.0,0.1816179169662969,0.4124830816096889,0.0,0.0,0.0,0.0,0.4188116400001705,0.5079844198195627,0.0023971819649494,0.0119237779358297,0.988236645238681,0.0930865835889439,0.998084946520347,0.0017587377055645,0.372678480217349,0.0,0.0,0.0,0.0,0.0,0.08,0.46,0.0,1.0,0.0,0.0,0.0030339779294998,0.4210380674529522,0.5075686767940045,0.4942288653206474,0.4435981840560005,0.5382673729734067,0.521951875332261,0.4421273603757804,0.5397375202735938
2014-01-07,0.0051527218982899,0.282047149133853,0.3859271744123695,0.3659928756201408,0.7370193370210038,0.6685847111357095,0.0,0.107553504566235,0.3503538068956638,0.0,0.0,0.1649487574766002,0.3874122371557341,0.0,0.0,0.0,0.0,0.4174096806571937,0.5057208114869348,0.0060563780214462,0.0147569489996874,0.9881360915881686,0.1384263727626341,0.9986378768698688,0.0012509401612207,0.3719459203657005,0.0,0.0,0.0,0.0,0.0,0.08,0.46,0.0,0.0,0.0,0.0,0.0054782800261407,0.4007314616345733,0.5075686767940045,0.4846857725852531,0.4294312683098631,0.5426609147105844,0.5608991887194646,0.4117413057499554,0.4890014324763318
2014-01-08,0.0055904124201791,0.2257483412701953,0.4741717178431182,0.3843837124605377,0.7370079556891612,0.6686679822220386,0.1973364594898605,0.0966394115643782,0.4504115370615155,0.0,0.0,0.1481263040814575,0.4240104332542826,0.0,0.0,0.0,0.0,0.4169113568378945,0.5062279308966797,0.0082984954042776,0.0170595566384035,0.9880369829581764,0.1805314635645032,0.998716382421816,0.0011788426058404,0.3727153495401525,0.0,0.0,0.0,0.0,0.0,0.08,0.46,0.0,0.0,0.0,0.0,0.0110969750146981,0.4666484247132906,0.5075686767940045,0.4812723132770212,0.4325148990789618,0.5116127732889723,0.5829933274000687,0.3487800759488043,0.5432748041120595
2014-01-09,0.0047022221097233,0.2455309638358285,0.4026126509167215,0.3883941900267392,0.7369943166628529,0.6686967352682783,0.1643074899374135,0.1071453400329365,0.2922623264943319,0.0,0.0,0.1591518885733311,0.3664662532144154,0.0,0.0,0.0,0.0,0.4154604599031276,0.5041900856256849,0.0106622233649337,0.0202537182038326,0.9879133707322388,0.2241514555106809,0.9991969835408396,0.0007374704361625,0.3716632824334763,0.0,0.0,0.0,0.0,0.0,0.08,0.46,0.0,0.0,0.0,0.0,0.0156469980070966,0.3984998480152269,0.5075686767940045,0.4713395109348228,0.4196480264501983,0.4969732854886882,0.5963950137216045,0.316306224579985,0.4663908148198969
2014-01-10,0.0042440414733268,0.2703102835731182,0.3645509664543979,0.3953536091210423,0.7369590048446474,0.6686701437505174,0.1390913900407709,0.1237590193007001,0.263703437295043,0.0,0.0,0.1599698406135026,0.3445789241298482,0.0,1.0,0.0,0.0,0.4138201706911522,0.5020739802910817,0.0122153167209199,0.0252065486345684,0.9877637994298556,0.2668048081567821,0.9997296332461636,0.0002482981333709,0.3704026480478903,0.0,0.0,0.0,0.0,0.0,0.24,0.38,0.0,0.0,0.0,0.0,0.019353521948513,0.3743524635988162,0.5075686767940045,0.4600601259613955,0.4061873076624682,0.498154089149816,0.6074610682541821,0.3075806133906651,0.4909308709839405
2014-01-13,0.0046010909466298,0.3408443055833389,0.3944018583029917,0.4102656277576869,0.7370088024310417,0.6687064630982458,0.2857386913627808,0.1227709705273656,0.3495536108983025,0.0,0.0,0.1709902087602127,0.3814964019348718,0.0,0.0,0.0,0.0,0.4130746860389181,0.502676448908304,0.0154699518257608,0.0285439293000557,0.9876165079897712,0.3106088128016928,1.0,0.0,0.3701894921803924,0.0,0.0,0.0,0.0,0.0,0.28,0.36,0.0,0.0,0.0,0.0,0.0255737098541044,0.4196940030481972,0.5075686767940045,0.4548780968364846,0.4097599777350015,0.5362647170805519,0.6274393364950059,0.3408754640695776,0.5388558597179447
2014-01-14,0.0059654309935176,0.296776660204924,0.5054947530679978,0.4334169171815179,0.7370540967135857,0.6687777248986957,0.3817539950402896,0.1212285785286583,0.601666451555762,0.0,0.0,0.1678517883454462,0.4785882535629837,0.0,0.0,0.0,0.0,0.4143046122440073,0.508225748237197,0.0202869972104851,0.0299422612244938,0.9875250627788072,0.3522111878691751,0.9997717172012934,0.0002096492708337,0.3718810805969172,0.0,0.0,0.0,0.0,0.0,0.28,0.36,0.0,0.0,0.0,0.0,0.0429245349305885,0.5639881432992424,0.5075686767940045,0.4632736246027593,0.4445531158021309,0.5384832659147841,0.6440695997659884,0.3283677606871976,0.5978751870424893
2014-01-15,0.0073694240063493,0.3534569363472781,0.5516070689383858,0.4563898148416411,0.7370935162196737,0.6688672062934535,0.4697714103253166,0.1517800227420131,0.7649109042214801,0.0,0.0,0.1631689024304408,0.5694030392732377,1.0,0.0,0.0434348091243807,0.0,0.4171180404718418,0.5167271874929947,0.0266705776056046,0.0313185188673271,0.9875246367865216,0.3918950440383452,0.9991829078898118,0.0007503971656017,0.3763922889937056,0.0,0.0,0.0,0.0,0.36,0.28,0.54,1.0,0.0,0.0,0.0,0.0697765961740112,0.5936124259279503,0.5075686767940045,0.4825357500031668,0.4979463346493473,0.5671190073903256,0.665733283851775,0.3471719545630662,0.598594915943647
