Date,Close,Volume,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_mfi,volume_nvi,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_ui,trend_macd,trend_macd_diff,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_diff,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_tsi,momentum_uo,momentum_roc,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,others_dr
2014-01-02,0.0015243912695767,0.0909899918314218,0.6870224275252694,0.3624005318345762,0.3975982733943439,0.4693939247577032,0.4683676327121427,0.0259407662470878,0.0,0.176629304284774,0.0,0.0,0.2132053282145489,0.4008796072441362,0.0,0.0,0.0,0.3840048099000551,0.427183780380901,0.0,0.0,0.0,0.0,0.9987652800246484,0.0010581981269175,0.4821565569067516,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.5643273443078075,0.0,0.4141251934689173,0.5288568175635648,0.4451884619028147,0.4832692136379644,0.3139380276576718,0.4900398591168762
2014-01-03,0.0014478878760557,0.0661953684825703,0.4067286027358708,0.3617009296897819,0.3976090554056011,0.4694491155689021,1.0,0.0247214852043182,0.0079495421842463,0.3277760931618984,0.0,0.0,0.143315694226223,0.386538153427628,0.0,0.0,0.0,0.3839611718876053,0.4270559641950847,0.0026833576755937,0.0018689418894998,0.9765966608269384,0.0313162344763421,0.9988928269590444,0.000948885951067,0.4819593735703447,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1271431606352291,0.4141251934689173,0.5271154673709708,0.4109732988686738,0.4749079457260823,0.2710588318685419,0.4816697545169007
2014-01-06,0.0010852075985823,0.0772544943782915,0.3324948403254547,0.3612598512050624,0.397558560546344,0.4693198793727369,0.4377256981648871,0.0247214852043182,0.0400635145603954,0.2680291354357133,0.0,0.0,0.1527618001936231,0.3496675722186251,0.0,0.0,0.0,0.3837206047703276,0.4263769038795914,0.0035272225490377,0.0051982061126893,0.9765483007414116,0.0627545939563102,0.9993384511495648,0.0005669704616186,0.4811065410289882,0.0,0.0,0.0,0.0,0.0,0.08,0.46,0.0,1.0,0.0,0.0,0.0,0.0,0.2336151288560882,0.4141251934689173,0.5178468860654301,0.3994176331939101,0.4653950367241933,0.2651528563277941,0.4502163641751444
2014-01-07,0.0014195514844106,0.0718253783778399,0.5089047130093812,0.3618911356251786,0.3975983553505973,0.4693447010065739,0.6249559824278526,0.0301429248833807,0.0351954565769071,0.5240564809523071,0.0,0.0,0.1569798086696887,0.4030791190861295,0.0,0.0,0.0,0.3837260769007158,0.4265543071058573,0.0059525007262396,0.0076431213889198,0.9765080160198524,0.094337522725317,0.9992825531398954,0.0006148770074843,0.4814986697059608,0.0,0.0,0.0,0.0,0.0,0.08,0.46,0.0,0.0,0.4536040649868755,0.0,0.0,0.0488230777245977,0.4342651044178957,0.4141251934689173,0.5202649575639955,0.3828041766036214,0.4537248264423292,0.2540895409388996,0.5273912639238834
2014-01-08,0.0016915621991741,0.0905716012405613,0.5099062233542827,0.3624303822588285,0.3976420051444368,0.4694129703148538,0.735076825619353,0.0301429248833807,0.04130805108472,0.6754775242415735,0.0,0.0,0.1558524612861742,0.4331966709882323,0.0,0.0,0.0,0.3838886972337255,0.427156518383338,0.009911001439226,0.0083991719132425,0.9765020700517004,0.1258809433360041,0.9990676151506376,0.000799086368454,0.4821619063668529,0.0,0.0,0.0,0.0,0.16,0.08,0.54,1.0,0.0,0.6089977853521513,0.0,0.0,0.117971008485444,0.4759293792664421,0.4141251934689173,0.5284873384170602,0.3974852383333057,0.4479763158360719,0.2844578681436689,0.5199475329924002
2014-01-09,0.0011602923485508,0.0776014929238861,0.3796425396153255,0.3616305162908242,0.3975769201123153,0.4693873006260451,0.5738524296221579,0.0216376335834611,0.0433675536882434,0.3131184058499494,0.0,0.0,0.1720283821003791,0.3580455837588715,0.0,0.0,0.0,0.383714389914026,0.4266514228565563,0.0120557650973608,0.0116124178040158,0.9764668211278532,0.1590633973467307,0.9992195686262908,0.0006688569346354,0.4817694897220345,0.0,0.0,0.0,0.0,0.16,0.08,0.54,0.0,0.0,0.3810544545765631,0.0,0.0,0.1571809643379995,0.4033851273001188,0.4141251934689173,0.5215849001519892,0.3907771504443368,0.441738230637401,0.2819471765807717,0.4323679175184356
2014-01-10,0.0009038684731625,0.1118713349316296,0.4086065508482678,0.3612092377132838,0.397532946264088,0.4693326720450732,0.4373873183414049,0.0216376335834611,0.0536913370290854,0.2341462046213899,0.0,0.0,0.185312316300008,0.3353469765126322,0.0,0.0,0.0,0.3834348682030197,0.4259391724043981,0.0129582380715297,0.0168420359181632,0.97638823797401,0.1933704620413811,0.9994502529611596,0.0004711524057218,0.4812134187339479,0.0,0.0,0.0,0.0,0.16,0.24,0.46,0.0,1.0,0.3189931971722089,0.0,0.0,0.1787922193298659,0.4479269994892872,0.4141251934689173,0.5118153568259799,0.4351272194213092,0.4475857295007723,0.3439258299003078,0.4614962401289975
2014-01-13,0.0,0.0931101695478061,0.3311803102633688,0.3597909086431267,0.3975245634725509,0.4692875216703456,0.3623148453931678,0.0069875402805552,0.1050889181372249,0.1284759213088558,0.0,1.0,0.2155523402280275,0.2453740737508963,0.0,1.0,0.0,0.3827067925633726,0.424055552987376,0.0150812695590325,0.0219405772041873,0.9761945771875096,0.230662710137468,1.0,0.0,0.4798440022539059,0.0,0.0,0.0,0.0,0.16,0.28,0.44,0.0,0.0,0.1971221717762828,0.0,0.0,0.1783988892905353,0.434365536721547,0.4141251934689173,0.4857870516687517,0.4431331309588407,0.4542201585864788,0.3479614540940905,0.3881767460105913
2014-01-14,0.0031068658594617,0.4465987501411238,0.735489721799899,0.3840296502674563,0.3977000842598318,0.4693659655638298,0.627237329899516,0.0069875402805552,0.1614311714644796,0.8185187379290386,1.0,0.0,0.3434276926428387,0.5564421864068394,1.0,0.0,0.0,0.3839233308004169,0.4282444514336069,0.0258554708991142,0.0263430592658963,0.976241568835161,0.28195208102828,0.9992765174478118,0.0006200498063256,0.4820893617753189,0.0,0.0,0.0,0.0,0.32,0.32,0.5,1.0,0.0,0.6674398031507934,0.0,0.0,0.3666728741261836,0.73744478882459,0.4141251934689173,0.5434150102539681,0.8358916701206742,0.5555073517937184,0.8333704192800865,0.856205503610148
2014-01-15,0.0035120486977691,0.3280315054756038,0.5561124532281926,0.383247120055214,0.3977396881184256,0.4694495023351681,0.7205194686169294,0.012661789663295,0.2015886982265891,0.777775934877329,0.0,0.0,0.3500322443319903,0.5659467612286958,1.0,0.0,0.0,0.3851085064017177,0.4315037087089875,0.0417690174350302,0.0261998128878389,0.9764889757162584,0.3282452410035923,0.9985626267354908,0.0012318790710033,0.4842270433998903,0.0,0.0,0.0,0.0,0.36,0.32,0.52,0.0,0.0,0.6927204765849934,0.0,0.0,0.472242330400056,0.6914290295713866,0.4141251934689173,0.5876214477314203,0.9467000866922954,0.663615710571399,0.86835148878862,0.5312997769140495
